"cargo","ciudad","link","empresa","fpublicacion"
"Secretaria Recepcionista - con experiencia en R.Metropolitana - Ingermarket","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-recepcionista-con-experiencia-en-santiago-pudahuel-9B0F530A0414E7AF","Ingermarket","Ayer, 03:17 pm"
"Se necesita junior administrativo interno empresa rubro ferretero sector Renca - $300.000 liquido de lunes a viernes en R.Metropolitana - Isam","Santiago - Renca","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-se-necesita-junior-administrativo-interno-empresa-rubro-ferretero-sector-renca-300000-liquido-de-lunes-a-viernes-en-santiago-renca-A7362133203ADDA0","Isam","Ayer, 06:02 pm"
"Auxiliar de Aseo en R.Metropolitana - Empresa Retail","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-en-santiago-quilicura-91502DC8C8CC9DA8","Empresa Retail","Ayer, 10:13 pm (actualizada)"
"Vendedores - Los Andes San Felipe Aconcagua en Valparaíso - Consultora Tremac","Los Andes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-los-andes-san-felipe-aconcagua-en-los-andes-F5F6991F895CE04A","Consultora Tremac","Ayer, 04:19 pm (actualizada)"
"Ayudante de Operaciones en R.Metropolitana - Be on Time","Santiago - Estación Central","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-operaciones-en-santiago-estacion-central-280BC9B616245CBF","Be on Time","Ayer, 03:17 pm"
"Soldador  en R.Metropolitana - Resmain","Puente Alto","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-soldador--en-puente-alto-05E60EF5677D1EA0","Resmain","Ayer, 03:17 pm"
"Técnico en Laboratorio Clínico y Banco de Sangre en R.Metropolitana - Hospital Clínico San José","Santiago - Independencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-laboratorio-clinico-y-banco-de-sangre-en-santiago-independencia-CBB5551D9D2BA35B","Hospital Clínico San José","Ayer, 03:17 pm"
"Administrador - con experiencia en contabilidad y remuneraciones en R.Metropolitana - Marcela Farfan","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-con-experiencia-en-contabilidad-y-remuneraciones-en-santiago-providencia-382CD1C2A082814B","Marcela Farfan","Ayer, 03:17 pm"
"Ejecutivo Call Center en R.Metropolitana - Mediconecta","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-call-center-en-santiago-las-condes-2D24F044456F20D6","Mediconecta","Ayer, 03:17 pm"
"Contador auditor en Maule - grupo UNE","Curicó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-auditor-en-curico-98EEED277B17844F","grupo UNE","Ayer, 03:17 pm"
"Secretaria Vendedora - Rubro tecniología en R.Metropolitana - Computel S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-vendedora-rubro-tecniologia-en-santiago-providencia-47EFF79DB30E95DB","Computel S.A.","Ayer, 03:17 pm"
"Técnico de mantenimiento - Centrales Térmicas Salas de Caldera en R.Metropolitana - Resmain","Puente Alto","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-centrales-termicas-salas-de-caldera-en-puente-alto-24A97D93EEEAAF64","Resmain","Ayer, 03:17 pm"
"Ejecutivos de Ventas Web, Chat, Venta Electrónica Call Center  Ej: Ingeniero de software en R.Metropolitana - DirecTV Chile Televisión","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivos-de-ventas-web-chat-venta-electronica-call-center-ej-ingeniero-de-software-en-santiago-huechuraba-92606F56222F937B","DirecTV Chile Televisión","Ayer, 03:17 pm"
"Ejecutiva de ventas en R.Metropolitana - Tze","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-de-ventas-en-santiago-providencia-DB79C5172D1415E2","Tze","Ayer, 03:17 pm"
"Vendedor de Tecnología - Con experiencia y Cartera de Clientes en R.Metropolitana - Computel S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-tecnologia-con-experiencia-y-cartera-de-clientes-en-santiago-providencia-A69BDD99D3DFB1A5","Computel S.A.","Ayer, 03:17 pm"
"Pastelero/a - turno manana en Valparaíso - Pastelería La Donna","Quilpué","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-pasteleroa-turno-manana-en-quilpue-1EDC07614DDF61DA","Pastelería La Donna","Ayer, 03:17 pm"
"Disenador industrial - Empresa en Quilicura en R.Metropolitana - Easton Ltda","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-industrial-empresa-en-quilicura-en-santiago-quilicura-25BF38444E0AA73B","Easton Ltda","Ayer, 03:15 pm"
"Mecánico Mantenimiento - Lampa en R.Metropolitana - Atcom","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-mecanico-mantenimiento-lampa-en-lampa-1DD7A22D1E3DD1DD","Atcom","Ayer, 02:43 pm"
"AUXILIAR DE ASEO PART-TIME SECTOR LAS CONDES AV. NUEVA TAJAMAR en R.Metropolitana - Grupo Norte Chile - Servicios de Aseo y Outsoursing","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-parttime-sector-las-condes-av-nueva-tajamar-en-santiago-las-condes-EFAAD59780B99514","Grupo Norte Chile - Servicios de Aseo y Outsoursing","2 julio"
"Asistente Contable - Conocimiento Softland en R.Metropolitana - Ingermarket","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-conocimiento-softland-en-santiago-pudahuel-E6D5783F394A6EAA","Ingermarket","Ayer, 02:05 pm (actualizada)"
"Operador de consola Linux Windowa - Lampa 7x24 en R.Metropolitana - IT People S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-consola-linux-windowa-lampa-7x24-en-santiago-providencia-393AC17D37364811","IT People S.A.","Ayer, 02:29 pm"
"Asistente contable - ERP Transtecnia - con experiencia minima 2 años en R.Metropolitana - Isamit Maquinarias S.A. ®","Santiago - Independencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-erp-transtecnia-con-experiencia-minima-2-anos-en-santiago-independencia-12FEB91450986917","Isamit Maquinarias S.A. ®","Ayer, 02:50 pm (actualizada)"
"Ejecutiva Call Center Atención al Cliente en R.Metropolitana - Multitiendas Corona","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-call-center-atencion-al-cliente-en-santiago-centro-38D0452E5AC717B3","Multitiendas Corona","Ayer, 02:41 pm (actualizada)"
"Auxiliar de aseo en R.Metropolitana - Multitiendas Corona","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-en-santiago-centro-AF8AA2AE73173937","Multitiendas Corona","Ayer, 02:41 pm (actualizada)"
"Consultor Técnico JAVA ó J2ee - Instalación, Programación e Implementación de Software en R.Metropolitana - Expertice-IT Consulting","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-tecnico-java-o-j2ee-instalacion-programacion-e-implementacion-de-software-en-santiago-las-condes-36A14A6F49923090","Expertice-IT Consulting","Ayer, 02:11 pm (actualizada)"
"PARAMÉDICO CON LICENCIA DE CONDUCIR en R.Metropolitana - Grupo Norte Chile - Servicios de Aseo y Outsoursing","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-paramedico-con-licencia-de-conducir-en-santiago-centro-3E65ADFB8FC6027B","Grupo Norte Chile - Servicios de Aseo y Outsoursing","2 julio"
"PROFESIONAL ÁREA COMPRAS - con experiencia en Comercio Exterior en R.Metropolitana - Adecco Chile","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-profesional-area-compras-con-experiencia-en-comercio-exterior-en-santiago-centro-1CB4E6328AEF7411","Adecco Chile","2 julio"
"Auxiliar de Servicios en R.Metropolitana - Starmedica","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-servicios-en-santiago-providencia-70468DDD210C8FBA","Starmedica","2 julio"
"Ayudante de mecanico en R.Metropolitana - Carburadores IMO Ltda","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-mecanico-en-santiago-centro-9F311751BA9F4A96","Carburadores IMO Ltda","2 julio"
"Técnico Electromecánico Industrial en R.Metropolitana - Envatek","Santiago - conchalí","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electromecanico-industrial-en-santiago-conchali-579BD5E533ACB933","Envatek","2 julio"
"Dietéticas con título de alimentación colectiva para Santiago - turno rotativo 6x1 en R.Metropolitana - sodexo","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-dieteticas-con-titulo-de-alimentacion-colectiva-para-santiago-turno-rotativo-6x1-en-santiago-centro-CA884EFC611B99A6","sodexo","2 julio"
"Técnico Electromecánico Industrial en R.Metropolitana - Ikerpack Ltda.","Santiago - conchalí","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electromecanico-industrial-en-santiago-conchali-99E172079BB7FBED","Ikerpack Ltda.","2 julio"
"ASISTENTE DE BODEGA - CONDUCTOR GRUA HORQUILLA en R.Metropolitana - Comercializadora Maquipan Chile Ltda.","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-bodega-conductor-grua-horquilla-en-lampa-026D3442F29B8447","Comercializadora Maquipan Chile Ltda.","2 julio"
"Maestro Sushi, SushiMan, sushiwoman, cocinero - con experiencia en sushi en Valparaíso - SEIKO DELIVERY","Villa Alemana","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-maestro-sushi-sushiman-sushiwoman-cocinero-con-experiencia-en-sushi-en-villa-alemana-70E059294C305C2B","SEIKO DELIVERY","7 julio"
"Maestro de Sushi turno noche - Local en Valparaíso en Valparaíso - Puerto Rolls","Valparaíso","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-maestro-de-sushi-turno-noche-local-en-valparaiso-en-valparaiso-F53941A27F37D98C","Puerto Rolls","7 julio"
"Vacantes Part Time para Mall Los Andes - Postula hoy!! en Valparaíso - Telepizza S.A.","Los Andes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vacantes-part-time-para-mall-los-andes-postula-hoy-en-los-andes-1F94A32B5638897C","Telepizza S.A.","2 julio"
"Vendedor Inmobiliaria - Providencia en R.Metropolitana - Adecco Chile","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-inmobiliaria-providencia-en-santiago-centro-7472ADB8D5F3A03F","Adecco Chile","2 julio"
"Ejecutivo Call Center - Mesa Empresas - 45 hrs semn. $305.000.- liquido en R.Metropolitana - BST","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-call-center-mesa-empresas-45-hrs-semn-305000-liquido-en-santiago-providencia-0F2CDA75FE43BC92","BST","7 julio"
"Ejecutivo Call Center - Para validación de Ventas - Jornada Tarde compatible con estudiante AM en R.Metropolitana - BST","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-call-center-para-validacion-de-ventas-jornada-tarde-compatible-con-estudiante-am-en-santiago-providencia-BD54CE6C797D86D2","BST","8 julio"
"Disenador Grafico Calzado - Ingles Nivel Intermedio en R.Metropolitana - Comercial Atlantic S.A.","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-grafico-calzado-ingles-nivel-intermedio-en-lampa-F112CF38832B9F33","Comercial Atlantic S.A.","24 julio"
"Promotor de Ventas // Sodimac Estacion Central - Jornada Parcial 21 Horas Semanales en R.Metropolitana - Mc Garcia","Santiago - Estación Central","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-ventas-sodimac-estacion-central-jornada-parcial-21-horas-semanales-en-santiago-estacion-central-67C984E643D21296","Mc Garcia","2 julio"
"Ejecutivo de Call Center - Experiencia en Atención presencial o telefonica en R.Metropolitana - D&C Consultores","Santiago - San Joaquín","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-call-center-experiencia-en-atencion-presencial-o-telefonica-en-santiago-san-joaquin-291EE78B2E38B098","D&C Consultores","3 julio"
"Diseñador industrial - de area Pto Venta y de objetos en R.Metropolitana - Oqo SA.","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-industrial-de-area-pto-venta-y-de-objetos-en-santiago-las-condes-9450E057A01C5251","Oqo SA.","2 julio"
"VENDEDOR DE EQUIPOS Y MAQUINARIAS en R.Metropolitana - DIPERK","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-equipos-y-maquinarias-en-santiago-quilicura-3713B9A00DE65A9F","DIPERK","2 julio"
"Walmart Chile Alimentos y Servicios busca Operario de Producción para la comuna de Quilicura en R.Metropolitana - Walmart Chile","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-walmart-chile-alimentos-y-servicios-busca-operario-de-produccion-para-la-comuna-de-quilicura-en-santiago-quilicura-FDCBDB096F8EFB23","Walmart Chile","2 julio"
"Asistente  Servicio al Cliente $ 350.000 Pudahuel  en R.Metropolitana - Aplica Est","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-servicio-al-cliente-350000-pudahuel--en-santiago-pudahuel-9EAE0D07264F1A05","Aplica Est","2 julio"
"Carpintero  - Mueblista en R.Metropolitana - CSJ Automoviles Especiales","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-carpintero--mueblista-en-santiago-pudahuel-699C1C40E1A03D8B","CSJ Automoviles Especiales","2 julio"
"**DISEÑADOR GRÁFICO - DISEÑADOR WEB en R.Metropolitana - Manpower Chile","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-grafico-disenador-web-en-santiago-centro-71FDC772304C0E86","Manpower Chile","13 julio"
"Asistente de Ventas Inmobiliarias para Viña del Mar en Valparaíso - Potencial Organizacional","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-ventas-inmobiliarias-para-vina-del-mar-en-vina-del-mar-BB729EAE59685EBF","Potencial Organizacional","16 julio"
"cajera - horario retail en Valparaíso - rodolfo harwardt rabenko","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajera-horario-retail-en-vina-del-mar-5E864815BFBAB87D","rodolfo harwardt rabenko","13 julio"
"AUDITORES 600.000 Líquidos mensual en Maule - Servicios Administrativos Adactiva Ltda.","Talca","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auditores-600000-liquidos-mensual-en-talca-0B14A7E7383E48EB","Servicios Administrativos Adactiva Ltda.","18 agosto"
"Persona conocimiento en carniceria lider las condes en R.Metropolitana - Gestión Procesos y Servicio de personal ltda","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-persona-conocimiento-en-carniceria-lider-las-condes-en-santiago-las-condes-7E1EA930C35AABBF","Gestión Procesos y Servicio de personal ltda","2 julio"
"Vendedor full time tienda  - Viña del Mar en Valparaíso - Serprotemp Consultores S.A.","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-full-time-tienda--vina-del-mar-en-vina-del-mar-8C39172A08EAC825","Serprotemp Consultores S.A.","13 julio"
"Guardias Part time  cubrir instalaciones en R.Metropolitana - Ingetech","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardias-part-time-diario-cubrir-instalaciones-en-santiago-providencia-A15B1270A6F8175A","Ingetech","2 julio"
"Encargado de Adquisiciones e Inventarios en Maule - Liceo Agricola A-16 de Molina","Molina","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-adquisiciones-e-inventarios-en-molina-0DB2F7EE58429823","Liceo Agricola A-16 de Molina","2 julio"
"Asistente contabilidad en Maule -","Curicó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contabilidad-en-curico-55881F50257D0FBF","","Ayer, 08:13 am"
"GUARDIA DE SEGURIDAD - RIPLEY COSTANERA CENTER  en R.Metropolitana - RIPLEY","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-de-seguridad-ripley-costanera-center--en-santiago-providencia-93EF24D419142330","RIPLEY","2 julio"
"Personal Aseo de Obra Gruesa en R.Metropolitana - Servicios GreenVision Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-personal-aseo-de-obra-gruesa-en-santiago-centro-D804BA67B1142EDF","Servicios GreenVision Ltda.","2 julio"
"programador Genexus - experiencia en Gx 9 y Evo en R.Metropolitana - Bertin Asociados","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-programador-genexus-experiencia-en-gx-9-y-evo-en-santiago-las-condes-86B1056D6D09470C","Bertin Asociados","2 julio"
"Analista de Procesos Jr. - Certificado- 1 año de experiencia en R.Metropolitana - Grupo Intellego","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-jr-certificado-1-ano-de-experiencia-en-santiago-centro-3F6A42385A20623B","Grupo Intellego","2 julio"
"Administrador de Empresas - con Experiencia en area Corretaje de Propiedad en R.Metropolitana - Factor  Humano limitada","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-empresas-con-experiencia-en-area-corretaje-de-propiedad-en-santiago-centro-80B37FE9C6496698","Factor  Humano limitada","3 julio"
"Jefe Contabilidad  - Experiencia Manager en R.Metropolitana - Adecco Chile","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-contabilidad--experiencia-manager-en-santiago-providencia-2660F158FE6FE64A","Adecco Chile","2 julio"
"*Jefe Contabilidad (Las Condes) en R.Metropolitana - Perceptual Consultores Ltda.","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-contabilidad-las-condes-en-santiago-las-condes-CA7CCCD2839D0571","Perceptual Consultores Ltda.","2 julio"
"Jefe de Proyectos - Ingeniero Desarrollador en R.Metropolitana - Inversiones Megavalores Ltda","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-proyectos-ingeniero-desarrollador-en-santiago-providencia-22B8D470F7081295","Inversiones Megavalores Ltda","2 julio"
"Ejecutivo Ventas Terreno en R.Metropolitana - Serprotemp Consultores S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-ventas-terreno-en-santiago-providencia-FBFF891FFB7F7111","Serprotemp Consultores S.A.","2 julio"
"Ingeniero Mecánico / Civil Bilingue - Experiencia en Ventas de Grúas Horquillas o maquinaria a fin. en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-civil-bilingue-experiencia-en-ventas-de-gruas-horquillas-o-maquinaria-a-fin-en-santiago-lo-barnechea-5DF5BEAEC5270463","Cultiva Strategic Partners","Ayer, 09:18 am (actualizada)"
"Ingeniero Mecánico / Civil Bilingue - Experiencia en Ventas de Grúas Horquillas o maquinaria a fin. en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-civil-bilingue-experiencia-en-ventas-de-gruas-horquillas-o-maquinaria-a-fin-en-santiago-lo-barnechea-54D70EC7A0C745D6","Cultiva Strategic Partners","Ayer, 09:18 am (actualizada)"
"Secretaria/ Contable - La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-contable-la-dehesa-en-santiago-lo-barnechea-FD44516D00282ADE","Cultiva Strategic Partners","Ayer, 09:17 am (actualizada)"
"Pastelero con experiencia Part Time  - La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-pastelero-con-experiencia-part-time--la-dehesa-en-santiago-lo-barnechea-6621953EB14C4C0E","Cultiva Strategic Partners","Ayer, 09:18 am (actualizada)"
"Digitador en R.Metropolitana - Apl Logistics","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-digitador-en-santiago-pudahuel-AD1D434B889C5C89","Apl Logistics","8 julio"
"Técnico en Comercio Exterior - La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-comercio-exterior-la-dehesa-en-santiago-lo-barnechea-721327CF38504A88","Cultiva Strategic Partners","Ayer, 09:17 am (actualizada)"
"Ejecutivo comercial  en R.Metropolitana - Aplika Consulting Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial--en-santiago-centro-AFC892580D6FEB48","Aplika Consulting Ltda.","3 julio"
"Mesera con experiencia 4 horas al día - La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-mesera-con-experiencia-4-horas-al-dia-la-dehesa-en-santiago-lo-barnechea-227B8DD0FF4C0130","Cultiva Strategic Partners","Ayer, 09:20 am (actualizada)"
"Auxiliar de Cocina - Comuna Vitacura en R.Metropolitana - Cultiva Strategic Partners","Santiago - Vitacura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-cocina-comuna-vitacura-en-santiago-vitacura-CA08D0029002E596","Cultiva Strategic Partners","Ayer, 09:20 am (actualizada)"
"Asistente de Cocina - Comuna Vitacura en R.Metropolitana - Cultiva Strategic Partners","Santiago - Vitacura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-cocina-comuna-vitacura-en-santiago-vitacura-B1EF443D751C0B4E","Cultiva Strategic Partners","Ayer, 09:21 am (actualizada)"
"Gestor Judicial para regiones - Turno 45 hrs en R.Metropolitana - Serbanc","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-judicial-para-regiones-turno-45-hrs-en-santiago-centro-208ED6302FE64E80","Serbanc","Ayer, 09:19 am"
"Cajeros 45/ 25/ 18 horas - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajeros-45-25-18-horas-mall-portal-la-dehesa-en-santiago-lo-barnechea-040DB3B28F326668","Cultiva Strategic Partners","Ayer, 09:22 am (actualizada)"
"Práctica en RR.HH o Secretariado - Las Condes en R.Metropolitana - Cultiva Strategic Partners","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-en-rrhh-o-secretariado-las-condes-en-santiago-las-condes-016B5C19BF2ECABB","Cultiva Strategic Partners","Ayer, 09:21 am (actualizada)"
"Asistentes de Venta Integral 45/ 25/ 18 horas - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistentes-de-venta-integral-45-25-18-horas-mall-portal-la-dehesa-en-santiago-lo-barnechea-9B4A369AC183E610","Cultiva Strategic Partners","Ayer, 09:21 am (actualizada)"
"Asesores de Compra 45/ 25 /18 horas - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesores-de-compra-45-25-18-horas-mall-portal-la-dehesa-en-santiago-lo-barnechea-FCAE4F2B17F82DCF","Cultiva Strategic Partners","Ayer, 09:22 am (actualizada)"
"Asistente de importaciones - con conocimiento Oracle. en R.Metropolitana - IT People S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-importaciones-con-conocimiento-oracle-en-santiago-providencia-903A4AC93A7846C1","IT People S.A.","Ayer, 09:26 am"
"Bodegueros de Trastienda Jornada Full Time - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodegueros-de-trastienda-jornada-full-time-mall-portal-la-dehesa-en-santiago-lo-barnechea-097B6D3FB171BFDB","Cultiva Strategic Partners","Ayer, 09:22 am (actualizada)"
"Bodeguero de Trastienda - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodeguero-de-trastienda-mall-portal-la-dehesa-en-santiago-lo-barnechea-18291BE85C443403","Cultiva Strategic Partners","Ayer, 09:23 am (actualizada)"
"Guardias de Seguridad Full Time  - Mall Portal La Dehesa en R.Metropolitana - Cultiva Strategic Partners","Santiago - Lo Barnechea","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardias-de-seguridad-full-time--mall-portal-la-dehesa-en-santiago-lo-barnechea-093F70B218C5C064","Cultiva Strategic Partners","Ayer, 09:23 am (actualizada)"
"Operario con o sin experiencia - Pudahuel en R.Metropolitana - Helpnet Ingeniería","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-con-o-sin-experiencia-pudahuel-en-santiago-pudahuel-A4B619E7E3074EF6","Helpnet Ingeniería","Ayer, 09:26 am"
"Subjefes de Tienda Fast Food - Florida Center en R.Metropolitana - Fritz Santiago Centro","Santiago - La Florida","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-subjefes-de-tienda-fast-food-florida-center-en-santiago-la-florida-39DEEE9910F17174","Fritz Santiago Centro","12 agosto"
"Supervisor de Extrusión - Lampa en R.Metropolitana - Helpnet Ingeniería","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-extrusion-lampa-en-lampa-7DD7338F17C10693","Helpnet Ingeniería","Ayer, 09:32 am"
